document_id,clean_text,sentiment
331,th place person object right list movi time first place persona movi everyth everyon watch today mayb tomorrow late area probabl dont watch parent kid friendli movi pure entertain product that make movi special love letter nerd also emot movi cinema lover like incred adventur satur explicit content joke uniqu movi easi follow premis sweet littl messag endth past make u,positive
332,ryan reynold annoy listen long period time final rd movi line minim thank god final rd movi enjoy watch first hour film could burn fire one would care typic deadpool movi incred violent gori profan etcit movi need non stop action make good that truth much action movi energi drain viewer made final rd movi enjoy plot actual went somewher first hour film felt like filler build thing snail pace order understand film better highli recommend watch tv seri loki mani plot point come plot tv seri without watch loki think lot viewer confus happen filmth credit two special easter egg one show almost right away credit nd credit scene actual genuin funni cant tell mani credit scene marvel done right pointless worth wait one movi actual well done,positive
333,one entertain movi ive seen deadpool vulgar pocket humor pari perfectli fed grumpi deadpool comedi definit stand fair bit stronger action movi hide constant joke top violenc break th wall realli make movi worth watchingit worth note movi graviti reli viewer caught within mcu realli wont get full experi without watch least knowlag previou xmen movi specifilli logan well marvel movi seri mainli lokial deadpoolwolverin funni actionpack awesom piec fan servic surpass previou marvel medium way back endgam,positive
334,epic masterpiec movi like jaw dropth stori could better that seen hugh jackman play wolverin magnific one play logan like doesryan mean ryan deadpool code talk humor he alway greatth joke actual pretti funni im glad logan againparadox also good charact matthew mcfadyen alreadi prove good actoran amaz cast talentedth post credit worth waitim glad didnt use much multivers use need itit fan servic fan like caus excessivei would like better introduct wolverin suit epic put masklov worth wait,positive
335,movi stori arent strongest carri movi primari motor carri movi forward one movi point movi fan fan deadpool fan marvel fan unmatur humor enjoy without shame watch movi star would stori develop serious didnt long watch itit funni funni silli stupid right way cours deadpool meta level make worth everi dimea someon said easter egg galor couldnt said fit,positive
336,mean come onn marvel jeasu disappoint u absolut banger movi open credit post credit scene everi bit perfect last minut detail comed time hugh ryan spot expect also expect shown everyth trailer naaah dont keep hope high upto hope thing cant expect thing hope would say best movi deadpool triolog great stori massiv addit hugh logan comic time action scene blood bath background score om spot,positive
337,deadpool wolverin ryan reynold hugh jackman emma corrin matthew macfadyen morena baccarin rob delaney lesli uggam jon favreau aaron stanford tyler mane karan soni briana hildebrad marvel metamouth mere xmen ultra badass reunit first time mindbend univers parallel action pack adventur deal multitim line kick as gener debaucheri gleefulli overthetop fourth wall shatter dynamicduo rl besti reynold jackaman noth pure cinemat bliss ballstothewal graphic carnag sidemouth quip bonecrunch destruct hilt deliv well marvel good chock block cameo power groov jukebox soundtrack see biggest screen loudest sound system thank later dir shawn levi,positive
338,say movi mcu joke exactli kind film fear sinc incept multivers asid brief scene sacr timelin film set deadpool fox univers joke realli revolv around know histori old film also mean movi complet pointless mcu skip without real connect film follow itit start huge plot hole get wors supposedli dp bring back girlfriend somehow feel need make differ leav girlfriend travel anoth timelin join aveng everyth want would want leav power travel timelin begin cant without bad guy phone mani question could answer stori lack coher make film feel hour longer realli isnow asid funni ye entertain thank ryan hugh soft spot forgotten fox marvel movi yesterday touch especi end credit overal product product collect fight scene purpos show gore especi deadpool near end scene doesnt advanc stori mani scene film make tiresomeoveral rate im sucker nostalgia laugh lot wasnt wast money huge miss opportun film like matter mani review say sugar high film fade fast start think afterward,positive
339,love see marvel back top movi best releas sinc end game fight senc cgi blood perfect love italso least watch season loki repeat love see marvel back top movi best releas sinc end game fight senc cgi blood perfect love italso least watch season lokii love see marvel back top movi best releas sinc end game fight senc cgi blood perfect love italso least watch season loki,positive
340,deadpool wolverin like decent pizza place streetgood enough satisfi crave quit slice heaven hope ryan reynold hugh jackman basic autopilot point isnt necessarili bad thing banter still sharp chemistri undeni feel like weve like reheat leftov past role slap new label itth movi wild mix blood joke plot bare hold togeth fun hell dont get wrong also kind like ride rollercoast that mostli made old part ride youll laugh youll cring might even cheer time end your realli sure ride thrill see two back actionoveral deadpool wolverin job gamechang think like order usual favorit takeout spotyou know exactli your get fine perfect fan mayb worth hype your expect someth groundbreak still hard complain much reynold jackman much fun even movi justok,positive
